sample,label
enhancer__chr2___25244123____25245923_neg|775|same,0
NR_146144_____1|9556|diff,1
NR_146148_____1|1656|diff,1
NR_146151_____1|11112|diff,1
NR_146152_____1|281|same,0
NR_145820_____1|1007|same,0
G087360__chrM___7825____8970_neg|747|same,0
promoter__chr1___16859531____16861731_pos|706|same,0
enhancer__chr3___51693704____51708504_neg|14000|same,0
NR_146146_____1|1008|same,0
NR_145819_____1|8240|same,0
NR_046235_____3|10293|diff,1
NR_003287_____4|700|same,0
ENST00000379731_____4|914|diff,1
ENST00000565907_____1|306|same,0
ENST00000361899_____2|104|same,0
NR_146144_____1|2873|same,0
NR_146148_____1|698|diff,1
ENST00000581621_____1|570|diff,1
ENST00000580755_____1|148|same,0
ENST00000361899_____2|181|diff,1
T253867|4877|same,0
G004492__chr1___145982791____146044553_pos|52934|same,0
enhancer__chr6___4422768____4429968_pos|5275|same,0
enhancer__chrX___126727855____126730855_neg|1769|same,0
NR_145822_____1|1315|same,0
NR_146117_____1|5078|same,0
NR_146117_____1|8630|same,0
NR_046235_____3|9248|same,0
NR_046235_____3|9588|diff,1
ENST00000366365_____2|235|same,0
ENST00000582445_____1|45|same,0
G004418__chr1___145982791____146044553_pos|52934|same,0
G087360__chrM___9934____14148_neg|840|diff,1
G087360__chrM___9934____14148_neg|3436|same,0
NR_146151_____1|5160|same,0
ENST00000315707_____3|595|same,0
ENST00000568314_____1|444|same,0
ENST00000568314_____1|534|diff,1
ENST00000602478_____1|62|diff,1
ENST00000529548_____1|306|same,0
G004258__chr1___145982791____146044553_pos|52934|same,0
promoter__chr12___97871160____97877960_neg|1798|same,0
enhancer__chr2___127798286____127800886_neg|1887|same,0
NR_146151_____1|5050|same,0
NR_146119_____1|1420|same,0
NR_046235_____3|5074|same,0
NR_003286_____4|1420|same,0
ENST00000602573_____1|218|same,0
ENST00000503798_____1|322|same,0
ENST00000361789_____2|204|diff,1
ENST00000361624_____2|1356|diff,1
ENST00000364113_____1|23|same,0
enhancer__chr4___169004899____169005499_pos|349|same,0
enhancer__chr2___88229451____88230451_neg|787|same,0
NR_146151_____1|4802|same,0
NR_146117_____1|5189|same,0
ENST00000469163_____1|3437|same,0
ENST00000497519_____1|730|same,0
ENST00000581305_____1|126|same,0
ENST00000600213_____3|331|same,0
G033992__chr17___22520709____22523110_pos|1400|same,0
G084799__chr9___63918309____64082428_pos|129890|same,0
G087360__chrM___9934____14148_neg|280|same,0
promoter__chr16___3188998____3189998_pos|631|same,0
promoter__chr6___26554814____26555814_pos|451|same,0
enhancer__chr9___5092200____5092800_pos|172|same,0
enhancer__chr5___56174859____56180459_neg|5446|same,0
NR_046235_____3|2895|diff,1
ENST00000437681_____1|1180|same,0
ENST00000565336_____1|395|same,0
ENST00000602478_____1|115|same,0
ENST00000483135_____1|295|same,0
ENST00000361789_____2|619|same,0
T110092|2111|diff,1
G034943__chr17___53070787____53121704_neg|15485|same,0
promoter__chr7___138414375____138415575_pos|1104|same,0
enhancer__chr2___70248860____70294260_pos|29930|same,0
LSU____rRNA_Hsa__chrM___2589____2745_pos|27|same,0
NR_146146_____1|1420|same,0
NR_146151_____1|10141|same,0
NR_046235_____3|10189|same,0
ENST00000563103_____1|147|diff,1
ENST00000463841_____1|236|same,0
G084717__chr9___63918309____64082428_pos|129879|same,0
promoter__chr7___148941042____148941642_pos|445|same,0
promoter__chr7___148941042____148941642_pos|494|diff,1
promoter__chr4___82892599____82895999_neg|105|same,0
enhancer__chr9___35657203____35663203_neg|5183|same,0
NR_146154_____1|2685|diff,1
NR_146154_____1|4214|same,0
NR_046235_____3|4810|same,0
NR_003287_____4|4281|diff,1
ENST00000485301_____1|384|same,0
ENST00000615164_____2|271|same,0
ENST00000618578_____1|84|diff,1
promoter__chr12___6579912____6582912_neg|1401|same,0
enhancer__chr21___44321620____44324220_pos|2505|same,0
enhancer__chr3___185417424____185420624_neg|1798|same,0
NR_146151_____1|12442|same,0
NR_145819_____1|1907|same,0
NR_145819_____1|12480|same,0
ENST00000423998_____1|661|same,0
ENST00000361681_____2|80|same,0
ENST00000380633_____1|415|diff,1
enhancer__chr15___72226551____72233151_neg|1980|diff,1
ENST00000624929_____1|833|diff,1
ENST00000497692_____1|288|same,0
ENST00000589374_____1|725|same,0
ENST00000361567_____2|1656|same,0
ENST00000536684_____2|185|same,0
G087360__chrM___131____1617_neg|1271|same,0
promoter__chr11___2944818____2948418_neg|3292|same,0
enhancer__chr6___26214614____26219614_pos|2345|same,0
enhancer__chr1___30967579____31009179_neg|40984|diff,1
enhancer__chr11___93730538____93731138_neg|37|same,0
enhancer__chr2___47832053____47832853_neg|229|same,0
NR_146151_____1|2892|diff,1
NR_146118_____1|2700|diff,1
NR_003287_____4|1200|diff,1
ENST00000530422_____1|284|same,0
ENST00000573866_____2|37|same,0
ENST00000535237_____2|1000|diff,1
ENST00000361681_____2|291|same,0
ENST00000549754_____1|85|same,0
ENST00000467125_____1|35|diff,1
T274744|10767|same,0
G087360__chrM___9086____9844_neg|159|same,0
promoter__chr17___16439436____16443036_pos|598|same,0
promoter__chr11___119601268____119604468_neg|980|same,0
enhancer__chr1___228617407____228622007_neg|539|same,0
enhancer__chr1___228623007____228624207_neg|521|same,0
enhancer__chr1___228634607____228636607_neg|1716|same,0
enhancer__chr9___35657203____35663203_neg|5427|same,0
NR_145822_____1|699|same,0
NR_145822_____1|1411|same,0
NR_145822_____1|2700|same,0
ENST00000563151_____1|1258|diff,1
ENST00000524652_____1|490|same,0
ENST00000361739_____1|468|diff,1
ENST00000615164_____2|96|same,0
G087360__chrM___9934____14148_neg|3288|same,0
enhancer__chr1___39438554____39446154_pos|2520|same,0
enhancer__chr16___14285941____14286941_pos|23|same,0
enhancer__chr8___127874990____127913190_pos|16575|same,0
enhancer__chr5___80651669____80651869_neg|71|same,0
NR_146146_____1|1531|same,0
NR_146152_____1|1531|same,0
NR_003286_____4|340|same,0
NR_003286_____4|1531|same,0
ENST00000544983_____1|509|same,0
ENST00000457312_____1|284|same,0
ENST00000535307_____1|296|same,0
ENST00000362079_____2|284|same,0
G041621__chr19___50060232____50093425_neg|890|same,0
G087360__chrM___9934____14148_neg|2539|same,0
enhancer__chr8___33513198____33514998_pos|358|same,0
enhancer__chr11___86058062____86061462_neg|2688|same,0
enhancer__chr5___150447851____150450451_neg|717|same,0
NR_146148_____1|2690|same,0
NR_145819_____1|4447|diff,1
NR_145820_____1|793|diff,1
NR_146119_____1|618|diff,1
NR_003286_____4|793|diff,1
ENST00000605502_____1|420|same,0
ENST00000263228_____3|810|diff,1
G079578__chr8___13350111____13396493_pos|3361|same,0
enhancer__chr1___40055954____40060154_pos|3390|same,0
enhancer__chr6___117545251____117545651_pos|346|same,0
enhancer__chr1___228609607____228613007_neg|2710|same,0
enhancer__chr1___228625607____228626207_neg|270|same,0
enhancer__chr1___228627607____228631207_neg|3035|same,0
NR_146144_____1|10652|same,0
NR_146151_____1|10583|diff,1
NR_146118_____1|706|same,0
NR_003287_____4|2707|same,0
ENST00000456859_____2|575|same,0
ENST00000370280_____1|403|same,0
ENST00000266594_____2|844|same,0
ENST00000565907_____1|356|same,0
ENST00000455918_____1|482|diff,1
ENST00000330374_____6|2234|diff,1
ENST00000617010_____2|5180|same,0
ENST00000411069_____1|85|same,0
ENST00000619465_____1|85|same,0
ENST00000611544_____1|80|same,0
promoter__chr1___146987842____146992111_pos|2593|same,0
enhancer__chr1___24838735____24848735_pos|3626|diff,1
enhancer__chr1___108699932____108704932_pos|73|diff,1
enhancer__chr1___234593208____234593808_pos|169|same,0
enhancer__chr1___228627607____228631207_neg|783|same,0
NR_146146_____1|1479|same,0
NR_146152_____1|1473|same,0
NR_146117_____1|10630|same,0
NR_003286_____4|1484|same,0
ENST00000555361_____1|45|same,0
ENST00000428014_____1|731|same,0
ENST00000478698_____1|385|diff,1
ENST00000536684_____2|593|same,0
G033992__chr17___22520709____22523110_pos|2007|same,0
G082708__chr8___121707675____121879629_pos|107951|same,0
G087360__chrM___9934____14148_neg|210|diff,1
G087360__chrM___14742____15537_neg|438|same,0
enhancer__chr1___228617407____228622007_neg|2758|same,0
enhancer__chr1___246851452____246855252_neg|2034|same,0
enhancer__chr14___102083557____102084357_neg|662|same,0
enhancer__chr2___182930382____182930982_neg|255|same,0
enhancer__chr3___195977935____195988935_neg|4663|same,0
NR_146144_____1|9236|diff,1
NR_146144_____1|10584|same,0
ENST00000385240_____1|35|same,0
ENST00000384898_____1|30|same,0
ENST00000385255_____3|22|same,0
ENST00000612055_____1|431|same,0
ENST00000506262_____1|194|same,0
ENST00000480615_____1|571|same,0
ENST00000331442_____4|145|same,0
ENST00000506502_____2|790|same,0
ENST00000411404_____1|88|same,0
promoter__chr7___128563674____128567074_pos|622|same,0
promoter__chr9___35738003____35738603_neg|346|same,0
promoter__chrX___86158884____86161684_neg|1010|same,0
enhancer__chr19___37571418____37574818_pos|1227|same,0
enhancer__chr1___228637607____228645207_neg|5849|same,0
enhancer__chr18___14474401____14482201_neg|5493|same,0
enhancer__chr6___27662663____27671263_neg|678|same,0
NR_145819_____1|10616|same,0
NR_046235_____3|9010|diff,1
ENST00000408840_____1|79|same,0
ENST00000384915_____3|23|same,0
ENST00000385043_____1|21|same,0
ENST00000385011_____1|26|same,0
ENST00000384958_____1|26|same,0
ENST00000384863_____1|38|same,0
ENST00000385135_____1|64|same,0
ENST00000384857_____1|60|same,0
ENST00000420417_____3|201|same,0
ENST00000624378_____1|2073|same,0
ENST00000490106_____1|491|same,0
ENST00000476717_____1|432|same,0
ENST00000361575_____3|349|diff,1
ENST00000390880_____2|44|diff,1
ENST00000408534_____2|44|diff,1
ENST00000628329_____1|44|diff,1
ENST00000625845_____1|44|diff,1
ENST00000410508_____1|90|same,0
ENST00000617785_____1|91|same,0
promoter__chr7___74191198____74195998_pos|3652|same,0
enhancer__chr1___168893914____168900714_pos|4882|diff,1
enhancer__chr17___59840458____59842258_pos|791|diff,1
enhancer__chr7___55773119____55773719_pos|130|same,0
enhancer__chr5___80625869____80626869_neg|40|same,0
NR_146144_____1|8980|diff,1
NR_146151_____1|5223|same,0
ENST00000408479_____1|71|same,0
ENST00000591554_____1|21|same,0
ENST00000385300_____1|26|same,0
ENST00000385300_____1|60|same,0
ENST00000384849_____1|64|same,0
ENST00000385050_____3|51|same,0
ENST00000587898_____1|137|diff,1
ENST00000379731_____4|3309|same,0
ENST00000482103_____1|106|diff,1
ENST00000454214_____1|371|same,0
ENST00000376105_____4|311|diff,1
ENST00000548470_____1|448|same,0
ENST00000298743_____8|2645|same,0
ENST00000465851_____1|1532|diff,1
ENST00000361390_____2|428|same,0
ENST00000545075_____2|1343|same,0
ENST00000411193_____1|91|same,0
ENST00000411315_____1|91|same,0
ENST00000616345_____1|91|same,0
ENST00000613119_____1|91|same,0
20273|27|same,0
promoter__chr17___8176032____8187032_pos|10896|diff,1
promoter__chr2___113464082____113465682_pos|1061|diff,1
promoter__chr22___38686903____38691503_neg|3736|diff,1
enhancer__chr1___114715533____114718533_neg|704|diff,1
enhancer__chr10___128091956____128104156_neg|844|same,0
enhancer__chr2___38291050____38296050_neg|443|same,0
enhancer__chr7___140385662____140390262_neg|3452|same,0
enhancer__chr8___66920057____66922857_neg|760|same,0
NR_146117_____1|9206|same,0
NR_046235_____3|12170|diff,1
ENST00000362219_____2|27|same,0
ENST00000521276_____3|46|same,0
ENST00000447221_____1|1153|same,0
ENST00000470551_____1|2552|same,0
ENST00000519028_____1|92|diff,1
ENST00000281589_____4|1115|same,0
ENST00000509070_____1|259|same,0
ENST00000398881_____3|278|diff,1
ENST00000403734_____2|1683|diff,1
ENST00000410694_____1|92|same,0
ENST00000610976_____1|69|same,0
T359140|7346|same,0
G004258__chr1___145281462____145407771_pos|6340|same,0
G033992__chr17___7059204____7094003_pos|10179|same,0
promoter__chr6___28708065____28710665_pos|2519|same,0
enhancer__chr1___227558253____227561053_pos|100|same,0
enhancer__chr14___21357161____21361361_neg|253|same,0
enhancer__chr2___231459601____231462601_neg|2216|same,0
enhancer__chr6___56631484____56666084_neg|34099|same,0
L1MEd__chr6___157012070____157012304_pos|136|diff,1
NR_146148_____1|585|same,0
ENST00000623726_____1|18334|diff,1
ENST00000623130_____1|4855|same,0
ENST00000635274_____1|170|same,0
ENST00000530604_____1|295|same,0
ENST00000572383_____1|464|diff,1
ENST00000459665_____1|275|same,0
ENST00000606497_____1|399|diff,1
ENST00000377803_____3|311|same,0
T198785|2823|same,0
promoter__chr2___202925787____202930187_pos|235|same,0
promoter__chr5___40760184____40764184_neg|1183|same,0
enhancer__chr1___42121755____42123955_pos|2022|same,0
enhancer__chr1___230123207____230125007_pos|1048|diff,1
enhancer__chr15___41765418____41770018_pos|2284|diff,1
enhancer__chr3___50419761____50420561_pos|121|same,0
enhancer__chr1___17406530____17409930_neg|2525|same,0
enhancer__chr14___32484892____32486692_neg|1571|same,0
enhancer__chr19___18307190____18314790_neg|7385|same,0
enhancer__chr8___11845673____11849273_neg|1544|same,0
enhancer__chr8___61711933____61716933_neg|4692|diff,1
NR_146144_____1|9163|same,0
NR_146144_____1|12131|diff,1
NR_146148_____1|1270|same,0
NR_146151_____1|9157|same,0
NR_146154_____1|1242|same,0
NR_145822_____1|1275|same,0
NR_146117_____1|6966|same,0
NR_146117_____1|9343|same,0
NR_146118_____1|1275|same,0
NR_046235_____3|9199|same,0
NR_003287_____4|1275|same,0
ENST00000408826_____1|60|same,0
ENST00000606724_____1|21|same,0
ENST00000501708_____1|2088|same,0
ENST00000566747_____1|3503|diff,1
ENST00000624480_____1|92|diff,1
ENST00000624264_____1|8666|same,0
ENST00000497943_____1|1385|diff,1
ENST00000538173_____1|544|diff,1
ENST00000361789_____2|96|diff,1
ENST00000375650_____4|1913|same,0
ENST00000365668_____1|83|same,0
8414|37|same,0
T122847|1624|same,0
G078490__chr7___138404523____138490580_neg|85930|same,0
promoter__chr10___6739226____6743826_pos|3871|same,0
promoter__chr7___36399141____36401541_pos|142|same,0
promoter__chr19___7886915____7887115_neg|116|same,0
promoter__chr3___48577559____48586559_neg|6749|same,0
enhancer__chr16___70714295____70720895_pos|6289|same,0
enhancer__chr12___362912____363712_neg|731|diff,1
NR_146151_____1|6935|same,0
ENST00000532068_____1|650|same,0
ENST00000595059_____1|1751|same,0
ENST00000467957_____1|579|diff,1
ENST00000331825_____10|65|diff,1
ENST00000397149_____3|933|diff,1
ENST00000584056_____1|266|same,0
ENST00000529548_____1|38|same,0
ENST00000310421_____4|4598|same,0
ENST00000361381_____2|855|diff,1
ENST00000468875_____1|148|same,0
ENST00000540040_____2|562|diff,1
ENST00000618742_____2|2282|same,0
T343164|4907|same,0
G004418__chr1___148279544____148286961_pos|1801|same,0
G078490__chr7___39013753____39317342_neg|119014|same,0
promoter__chr17___63854326____63855126_pos|191|same,0
promoter__chr2___152388994____152391794_pos|1368|diff,1
promoter__chr7___144723241____144726441_neg|1163|same,0
promoter__chrX___154350444____154358244_neg|4859|same,0
enhancer__chr14___32484892____32486692_pos|119|diff,1
enhancer__chr19___17267591____17279391_pos|716|diff,1
enhancer__chr19___43647796____43650996_pos|1255|same,0
enhancer__chr19___46918291____46919691_pos|437|same,0
enhancer__chr7___94221416____94224816_pos|2901|same,0
enhancer__chr1___246279252____246288852_neg|8991|same,0
enhancer__chr2___238211281____238211881_neg|383|same,0
enhancer__chr21___35878162____35883762_neg|1042|same,0
enhancer__chr6___26327814____26332214_neg|756|same,0
enhancer__chr6___56547284____56558084_neg|4497|same,0
AluJo__chr6___24471217____24471490_pos|233|same,0
MIR__chr10___17343872____17344132_neg|96|same,0
MLT1L__chr17___9457635____9457927_neg|184|same,0
MIR__chrX___103686376____103686555_neg|128|diff,1
NR_145819_____1|6963|same,0
ENST00000579544_____1|72|same,0
ENST00000315707_____3|659|diff,1
ENST00000608028_____1|2014|same,0
ENST00000623111_____1|45505|diff,1
ENST00000623126_____1|2856|same,0
ENST00000630360_____1|1018|same,0
ENST00000511231_____1|202|same,0
ENST00000316594_____5|835|diff,1
ENST00000503776_____2|2581|same,0
ENST00000478404_____1|813|same,0
ENST00000488630_____1|1163|same,0
ENST00000591406_____1|168|diff,1
ENST00000320431_____7|665|same,0
ENST00000537388_____1|2328|same,0
ENST00000361567_____2|218|diff,1
ENST00000558573_____1|523|same,0
ENST00000596542_____1|456|diff,1
T125535|11184|same,0
G041621__chr19___12934037____12943864_neg|3098|same,0
G078490__chr7___33277091____33528915_neg|197860|same,0
G078490__chr7___37547398____37585499_neg|35740|same,0
G078490__chr7___47582558____47607948_neg|10788|same,0
G089408__chrX___101965030____101989480_neg|11284|same,0
promoter__chr12___21526532____21528332_pos|1365|same,0
promoter__chr6___152656079____152658879_pos|1637|same,0
enhancer__chr10___100242663____100243663_pos|182|same,0
enhancer__chr11___68030581____68034181_pos|2411|diff,1
enhancer__chr13___47383063____47387463_pos|1717|same,0
enhancer__chr15___81188349____81196949_pos|4827|same,0
enhancer__chr2___109664302____109671302_pos|1465|diff,1
enhancer__chr3___169763024____169788824_pos|9263|same,0
enhancer__chr5___181171588____181175588_pos|2119|same,0
L2a__chr1___207998438____207999210_pos|335|same,0
NR_145822_____1|4185|diff,1
NR_146119_____1|662|same,0
ENST00000382045_____3|1994|same,0
ENST00000398832_____2|761|same,0
ENST00000420876_____1|327|same,0
ENST00000421530_____1|1737|same,0
ENST00000608405_____2|333|same,0
ENST00000621680_____1|246|same,0
ENST00000616097_____1|64|same,0
ENST00000483428_____1|393|same,0
ENST00000491019_____2|330|same,0
ENST00000528017_____1|3659|same,0
ENST00000511088_____1|46|same,0
ENST00000562619_____1|6933|same,0
ENST00000496890_____1|90|same,0
ENST00000628156_____1|989|same,0
ENST00000361381_____2|691|same,0
ENST00000436881_____2|3385|same,0
ENST00000636175_____1|1666|same,0
G066633__chr5___88734815____88760903_pos|11907|same,0
G078490__chr7___23181582____23275064_neg|92757|same,0
G078490__chr7___97773506____97851687_neg|10681|same,0
G087360__chrM___9934____14148_neg|3104|same,0
enhancer__chr2___39522251____39529651_pos|5450|same,0
enhancer__chr2___96186208____96189608_neg|3350|diff,1
NR_146144_____1|6945|same,0
NR_046235_____3|6965|same,0
NR_046235_____3|12290|diff,1
ENST00000450896_____1|143|same,0
ENST00000441531_____1|1450|same,0
ENST00000426725_____1|174|same,0
ENST00000448672_____1|197|same,0
ENST00000517384_____1|299|same,0
ENST00000632058_____1|1187|same,0
ENST00000624680_____1|664|same,0
ENST00000624592_____1|728|same,0
ENST00000623726_____1|10595|same,0
ENST00000623755_____1|1795|same,0
ENST00000623279_____1|3235|diff,1
ENST00000641099_____1|1100|same,0
ENST00000475871_____1|234|same,0
ENST00000226091_____2|130|same,0
ENST00000448778_____1|361|same,0
ENST00000482151_____1|2448|same,0
ENST00000442885_____2|131|same,0
ENST00000377474_____3|4314|same,0
ENST00000298743_____8|28|same,0
ENST00000536588_____1|548|diff,1
26988|37|same,0
G004258__chr1___148279544____148286961_pos|1801|same,0
G004492__chr1___148279544____148286961_pos|1801|same,0
G033992__chr17___13550994____13608034_pos|21384|same,0
G033992__chr17___22754075____26952375_pos|4191255|same,0
G033992__chr17___34818833____34852851_pos|33976|same,0
G041621__chr19___35908295____35945172_neg|9570|same,0
G078490__chr7___140479569____140518419_neg|624|same,0
promoter__chr4___7622673____7623073_pos|326|same,0
ENST00000599229_____2|965|same,0
ENST00000636824_____1|276|same,0
ENST00000485756_____1|176|diff,1
ENST00000307201_____4|2806|same,0
G033992__chr17___7225273____7242199_pos|12370|same,0
NR_145822_____1|4340|diff,1
ENST00000530673_____1|331|diff,1
