sample,label
ENST00000565907_____1|306|same,0
ENST00000361899_____2|177|diff,1
ENST00000514318_____1|266|same,0
T343480|9217|same,0
promoter__chr6___27097263____27098863_pos|37|same,0
enhancer__chr4___7581873____7583273_pos|720|same,0
enhancer__chr2___25244123____25245923_neg|775|same,0
NR_146148_____1|1297|same,0
NR_146154_____1|1311|same,0
NR_145819_____1|4180|diff,1
NR_145819_____1|4608|same,0
NR_145819_____1|9248|same,0
NR_145819_____1|10181|same,0
NR_145822_____1|1314|same,0
NR_146117_____1|2886|same,0
NR_146117_____1|4614|same,0
NR_146117_____1|9255|same,0
NR_146118_____1|1315|same,0
NR_146118_____1|2235|same,0
NR_003287_____4|4660|diff,1
ENST00000455918_____1|563|diff,1
T059327|2806|same,0
enhancer__chr13___44916465____44918865_neg|860|same,0
NR_146144_____1|7893|same,0
NR_146144_____1|10150|same,0
NR_146148_____1|4642|diff,1
NR_146151_____1|10130|same,0
NR_145819_____1|4675|same,0
NR_145819_____1|7917|same,0
NR_145822_____1|2073|same,0
NR_145822_____1|3929|same,0
NR_146117_____1|7924|same,0
NR_146118_____1|2055|same,0
NR_046235_____3|4616|same,0
NR_046235_____3|7917|same,0
NR_046235_____3|9249|same,0
NR_003287_____4|1325|same,0
NR_003287_____4|2076|same,0
G033992__chr17___31543332____31560131_pos|6813|diff,1
promoter__chr1___16859531____16861731_pos|706|same,0
promoter__chr13___26272263____26274663_pos|207|same,0
promoter__chr6___27575863____27577263_pos|246|same,0
enhancer__chr2___235007878____235031878_pos|21061|same,0
enhancer__chr8___128025790____128027590_pos|1662|same,0
enhancer__chr17___8119832____8122032_neg|1632|same,0
NR_146151_____1|4587|same,0
NR_146151_____1|7884|same,0
NR_145819_____1|9737|same,0
NR_146117_____1|9746|same,0
NR_146118_____1|3952|diff,1
NR_046235_____3|9736|same,0
NR_003287_____4|1808|same,0
ENST00000401282_____3|24|same,0
ENST00000499525_____1|505|same,0
T059327|2853|same,0
T253867|4878|same,0
G087360__chrM___14742____15537_neg|256|same,0
promoter__chr4___82892599____82895999_neg|105|same,0
promoter__chr8___38290568____38290968_neg|145|same,0
enhancer__chr3___186773823____186792623_pos|9755|same,0
enhancer__chr11___62853176____62855776_neg|1829|same,0
enhancer__chr5___181185388____181190188_neg|1245|same,0
NR_146144_____1|6664|same,0
NR_146151_____1|6652|same,0
NR_146151_____1|9694|same,0
NR_146154_____1|3930|same,0
NR_145819_____1|6681|same,0
NR_146117_____1|6679|same,0
NR_146118_____1|1811|same,0
NR_046235_____3|6470|diff,1
NR_046235_____3|6681|same,0
ENST00000586231_____1|1483|diff,1
ENST00000366365_____2|236|same,0
G037618__chr18___57254293____57271058_neg|15597|same,0
G041621__chr19___33251079____33270810_neg|13255|same,0
G087360__chrM___14742____15537_neg|641|same,0
enhancer__chr9___137640506____137644306_pos|597|same,0
enhancer__chr11___62853176____62855776_neg|2408|diff,1
NR_146148_____1|2575|diff,1
NR_145819_____1|4824|same,0
NR_145819_____1|12236|diff,1
ENST00000497519_____1|730|same,0
ENST00000458938_____2|21|same,0
G033992__chr17___8100551____8128648_pos|20367|same,0
G033992__chr17___8100551____8128648_pos|25188|same,0
promoter__chr11___65504577____65506977_pos|1539|same,0
promoter__chr16___3157997____3160197_pos|919|same,0
promoter__chr16___3188998____3189998_pos|629|same,0
promoter__chr11___68452380____68460580_neg|354|same,0
promoter__chr12___97871160____97877960_neg|1797|same,0
promoter__chr2___197490586____197491186_neg|430|same,0
Tigger4b__chr16___50328791____50329101_neg|68|same,0
NR_146144_____1|10590|same,0
NR_146151_____1|10570|same,0
NR_146152_____1|1530|diff,1
NR_145819_____1|4436|same,0
NR_145819_____1|10626|same,0
NR_145820_____1|1530|diff,1
NR_146117_____1|5188|diff,1
NR_003286_____4|1530|diff,1
promoter__chr7___148941042____148941642_pos|445|same,0
promoter__chr6___28757465____28759465_neg|1025|same,0
enhancer__chr15___78860148____78860748_pos|410|same,0
enhancer__chr16___70787695____70789095_pos|989|same,0
enhancer__chr6___28692865____28695865_neg|2575|same,0
NR_146144_____1|1903|diff,1
NR_146144_____1|4059|diff,1
NR_146148_____1|2481|same,0
NR_146151_____1|6447|diff,1
NR_146151_____1|6933|same,0
NR_146154_____1|2686|same,0
NR_145822_____1|2492|same,0
NR_046235_____3|5185|diff,1
NR_003287_____4|2257|same,0
NR_003287_____4|2492|same,0
ENST00000361681_____2|435|diff,1
G033992__chr17___22520709____22523110_pos|1401|same,0
promoter__chr6___26554814____26555814_pos|451|same,0
promoter__chr6___27279863____27282063_neg|1715|same,0
enhancer__chr11___10504701____10504901_pos|37|same,0
enhancer__chr2___226714996____226724796_pos|7346|same,0
enhancer__chr6___31836265____31842465_pos|1203|same,0
enhancer__chr1___16677931____16680731_neg|2384|same,0
enhancer__chr11___13322701____13328501_neg|2213|same,0
enhancer__chr13___44916465____44918865_neg|905|same,0
enhancer__chr3___51693704____51708504_neg|14005|same,0
NR_146144_____1|10382|same,0
NR_146146_____1|1530|diff,1
NR_146148_____1|2691|same,0
NR_145819_____1|2937|diff,1
NR_145822_____1|2702|same,0
NR_146117_____1|10621|same,0
NR_046235_____3|10626|same,0
ENST00000618966_____1|123|same,0
ENST00000581305_____1|126|same,0
promoter__chr16___3171597____3174397_pos|444|same,0
enhancer__chr12___96035560____96042360_pos|445|same,0
enhancer__chr8___98147020____98148220_pos|522|same,0
enhancer__chr9___126431079____126435679_pos|3801|same,0
enhancer__chr1___109314132____109315932_neg|1441|same,0
NR_146117_____1|1905|diff,1
NR_146118_____1|2492|same,0
ENST00000450644_____1|175|same,0
ENST00000361567_____2|902|diff,1
ENST00000600213_____3|227|diff,1
ENST00000617626_____1|23|same,0
T110092|2111|diff,1
G004492__chr1___147052481____147079745_pos|20815|same,0
G004258__chr1___148279544____148286961_pos|1892|same,0
G004492__chr1___148279544____148286961_pos|1892|same,0
G004418__chr1___148279544____148286961_pos|1892|same,0
G004397__chr1___148279544____148286961_pos|1892|same,0
G004492__chr1___148522765____148739378_pos|6487|same,0
G004243__chr1___145465780____145486968_neg|11565|same,0
G069975__chr6___26771600____26789215_neg|15627|same,0
G087360__chrM___9934____14148_neg|288|same,0
promoter__chr6___27558863____27565863_pos|3316|same,0
promoter__chr7___138414375____138415575_pos|1105|same,0
enhancer__chr1___23687136____23695536_pos|6062|same,0
enhancer__chr16___14853741____14853941_pos|68|same,0
enhancer__chr2___61103457____61109457_pos|2565|same,0
enhancer__chr6___4422768____4429968_pos|5283|diff,1
enhancer__chr7___139340574____139343374_pos|175|diff,1
enhancer__chr20___3279354____3280554_neg|978|same,0
enhancer__chr6___13572010____13574810_neg|882|same,0
enhancer__chr9___35657203____35663203_neg|5183|same,0
NR_145819_____1|6351|diff,1
NR_003287_____4|2702|same,0
ENST00000602478_____1|66|same,0
ENST00000610159_____1|645|same,0
ENST00000495394_____1|796|same,0
ENST00000361624_____2|692|diff,1
G004258__chr1___147052481____147079745_pos|20815|same,0
G004418__chr1___147052481____147079745_pos|20815|same,0
G053291__chr22___27663180____27675048_neg|8247|same,0
enhancer__chr1___16872531____16878931_pos|2978|same,0
enhancer__chr2___172469180____172472180_pos|2090|same,0
enhancer__chr21___44321620____44324220_pos|2505|same,0
enhancer__chr13___30668863____30676463_neg|2420|same,0
MER57____int__chr1___160925971____160926495_neg|437|same,0
MIR__chr14___33736926____33737157_neg|72|same,0
NR_146144_____1|3985|same,0
NR_146151_____1|6241|diff,1
NR_146154_____1|2478|same,0
NR_146154_____1|3327|same,0
ENST00000419695_____1|450|diff,1
ENST00000361381_____2|1120|diff,1
ENST00000536684_____2|231|diff,1
G004492__chr1___145112696____145139985_pos|16540|same,0
enhancer__chr3___72731269____72740869_neg|6069|same,0
enhancer__chr6___27649863____27655663_neg|4750|same,0
enhancer__chr9___14431202____14435402_neg|1390|same,0
ENST00000568314_____1|461|same,0
ENST00000624923_____1|125|diff,1
ENST00000361624_____2|345|same,0
promoter__chr16___3171597____3174397_pos|507|same,0
enhancer__chr1___40999554____41002754_pos|581|same,0
enhancer__chr2___226714996____226724796_pos|7290|same,0
enhancer__chr4___153292548____153295948_pos|955|same,0
enhancer__chr12___124926548____124928348_neg|485|diff,1
NR_146151_____1|10639|diff,1
NR_145819_____1|9071|same,0
NR_146117_____1|6274|diff,1
NR_046235_____3|6351|diff,1
NR_046235_____3|11268|same,0
NR_003286_____4|663|same,0
ENST00000315707_____3|602|same,0
ENST00000563103_____1|147|same,0
G087360__chrM___131____1617_neg|1271|diff,1
promoter__chr5___140710047____140712847_pos|1293|diff,1
promoter__chr6___28729065____28732265_pos|244|same,0
enhancer__chr8___1130186____1132186_pos|734|same,0
enhancer__chr8___17045149____17048749_pos|1212|same,0
enhancer__chr1___173867016____173868416_neg|709|diff,1
enhancer__chr16___89360790____89361590_neg|266|same,0
MIRc__chr2___120793847____120793996_pos|95|same,0
NR_145819_____1|3996|same,0
NR_146117_____1|10985|diff,1
ENST00000563151_____1|1257|diff,1
G033557__chr17___22519504____22524562_neg|3149|same,0
enhancer__chr11___67800577____67808377_neg|3621|same,0
enhancer__chr6___28895465____28897265_neg|932|same,0
NR_145819_____1|11271|diff,1
NR_146117_____1|11279|diff,1
ENST00000515742_____1|161|same,0
ENST00000526853_____1|576|same,0
ENST00000540040_____2|220|diff,1
ENST00000384034_____2|38|same,0
promoter__chr6___28708065____28710665_pos|2521|same,0
promoter__chr2___240785437____240790637_neg|1562|same,0
enhancer__chr1___16872531____16878931_pos|50|same,0
enhancer__chr2___24170523____24173723_pos|869|same,0
enhancer__chr2___239672432____239673432_pos|311|same,0
enhancer__chr9___132930771____132931571_pos|724|same,0
enhancer__chr15___72226551____72233151_neg|1978|diff,1
NR_146151_____1|4055|diff,1
NR_146117_____1|3552|diff,1
NR_146117_____1|4080|diff,1
NR_003287_____4|1150|same,0
NR_003287_____4|3346|same,0
ENST00000461832_____1|520|same,0
ENST00000544983_____1|509|diff,1
ENST00000562158_____1|864|diff,1
ENST00000582965_____1|138|same,0
ENST00000361789_____2|835|diff,1
ENST00000613119_____1|89|same,0
G033992__chr17___22520709____22523110_pos|2005|same,0
promoter__chr1___248873755____248873955_pos|95|same,0
enhancer__chr16___14285941____14286941_pos|31|same,0
enhancer__chr17___42697330____42698930_pos|737|same,0
enhancer__chr6___26303414____26305814_neg|325|same,0
enhancer__chr6___27580463____27585263_neg|1796|same,0
enhancer__chrX___22061640____22064840_neg|2650|same,0
NR_146144_____1|9092|same,0
NR_146144_____1|12212|diff,1
NR_145819_____1|3548|diff,1
NR_145822_____1|3348|same,0
NR_046235_____3|3548|diff,1
NR_046235_____3|4078|diff,1
NR_003286_____4|426|diff,1
ENST00000369851_____5|7725|same,0
ENST00000361624_____2|1308|diff,1
ENST00000361381_____2|618|same,0
ENST00000618602_____1|91|same,0
promoter__chr1___16740331____16742331_pos|330|same,0
promoter__chr5___181168388____181173188_pos|1275|diff,1
enhancer__chr22___29656011____29659211_pos|1935|same,0
enhancer__chr5___150380651____150381851_pos|25|same,0
enhancer__chr8___33513198____33514998_pos|357|same,0
enhancer__chr1___228617407____228622007_neg|543|same,0
enhancer__chr12___53672482____53676882_neg|1719|same,0
enhancer__chr18___46563641____46566441_neg|495|same,0
enhancer__chr18___61865807____61866607_neg|659|same,0
enhancer__chr5___181185388____181190188_neg|1692|same,0
enhancer__chr6___28895465____28897265_neg|1024|diff,1
NR_146144_____1|11679|same,0
NR_145819_____1|10983|diff,1
NR_145822_____1|2931|same,0
NR_146118_____1|3348|diff,1
ENST00000385135_____1|24|same,0
ENST00000518172_____1|333|diff,1
ENST00000573866_____2|153|diff,1
ENST00000605502_____1|420|same,0
ENST00000479165_____1|1208|diff,1
ENST00000565907_____1|356|diff,1
ENST00000616345_____1|89|same,0
G087360__chrM___9934____14148_neg|1589|same,0
promoter__chr6___28813665____28817265_neg|31|same,0
enhancer__chr4___730211____738412_pos|3699|same,0
enhancer__chr1___228645407____228652007_neg|5949|same,0
enhancer__chr9___127450079____127451479_neg|649|diff,1
NR_146146_____1|395|same,0
NR_145819_____1|8760|same,0
ENST00000580971_____1|40|same,0
ENST00000554988_____1|425|diff,1
ENST00000635274_____1|221|same,0
ENST00000361789_____2|460|same,0
ENST00000540040_____2|1336|diff,1
ENST00000611927_____1|170|diff,1
ENST00000615683_____1|59|same,0
ENST00000616535_____1|86|same,0
ENST00000619465_____1|92|same,0
ENST00000618664_____1|88|same,0
ENST00000615427_____1|91|same,0
G033992__chr17___8100551____8128648_pos|18598|same,0
G087360__chrM___9934____14148_neg|582|same,0
enhancer__chr17___3018206____3019806_pos|104|same,0
enhancer__chr6___27209863____27211863_pos|67|same,0
enhancer__chr1___228609607____228613007_neg|482|same,0
enhancer__chr1___228609607____228613007_neg|2723|same,0
enhancer__chr1___228625607____228626207_neg|282|same,0
enhancer__chr1___228634607____228636607_neg|1720|same,0
enhancer__chr1___228637607____228645207_neg|1382|same,0
enhancer__chr1___228637607____228645207_neg|5854|same,0
enhancer__chr11___1802018____1802818_neg|122|same,0
enhancer__chr17___38860508____38862308_neg|550|same,0
enhancer__chr19___11490585____11495785_neg|218|same,0
enhancer__chr7___140385662____140390262_neg|3464|same,0
enhancer__chr8___58595733____58597933_neg|591|same,0
NR_146144_____1|5840|diff,1
NR_146151_____1|7258|same,0
NR_145819_____1|10267|diff,1
NR_146117_____1|3368|same,0
ENST00000408840_____1|79|same,0
ENST00000362168_____1|65|same,0
ENST00000384915_____3|23|same,0
ENST00000384970_____1|31|same,0
ENST00000362317_____1|27|same,0
ENST00000384898_____1|30|same,0
ENST00000385209_____1|24|same,0
ENST00000385255_____3|22|same,0
ENST00000384871_____1|23|same,0
ENST00000490692_____1|2687|same,0
ENST00000361390_____2|240|diff,1
ENST00000617785_____1|92|same,0
ENST00000611544_____1|92|same,0
ENST00000613956_____1|93|same,0
20658|27|same,0
G004258__chr1___144419190____144442605_pos|140|diff,1
G004492__chr1___145148375____145169518_pos|8776|same,0
G004243__chr1___148038916____148102045_neg|53520|diff,1
G041621__chr19___48513660____48600809_neg|43721|same,0
G087360__chrM___7825____8970_neg|847|same,0
G087360__chrM___9934____14148_neg|555|diff,1
promoter__chr1___16859531____16861731_pos|659|same,0
promoter__chr5___181168388____181173188_pos|1196|same,0
promoter__chr1___16886531____16890531_neg|1153|same,0
promoter__chr19___12927386____12933386_neg|2835|same,0
enhancer__chr1___228617407____228622007_neg|2759|same,0
enhancer__chr1___228623007____228624207_neg|522|same,0
enhancer__chr1___228637607____228645207_neg|3623|same,0
enhancer__chr11___63763976____63765576_neg|1233|same,0
enhancer__chr21___43072552____43079352_neg|4323|same,0
enhancer__chr5___181216188____181220588_neg|2305|diff,1
enhancer__chr6___26327814____26332214_neg|1914|same,0
NR_146117_____1|6165|same,0
NR_146117_____1|7241|same,0
NR_046235_____3|6161|same,0
NR_003287_____4|2762|same,0
ENST00000385289_____1|30|same,0
ENST00000384891_____1|33|same,0
ENST00000408479_____1|71|same,0
ENST00000385043_____1|21|same,0
ENST00000385011_____1|26|same,0
ENST00000385006_____1|24|same,0
ENST00000385238_____1|23|same,0
ENST00000384958_____1|26|same,0
ENST00000385200_____3|32|same,0
ENST00000385135_____1|64|same,0
ENST00000455071_____1|1606|same,0
ENST00000514769_____1|95|same,0
ENST00000636824_____1|65|same,0
ENST00000606939_____2|72|same,0
ENST00000298130_____4|109|same,0
ENST00000617010_____2|6655|same,0
ENST00000411315_____1|92|same,0
ENST00000613778_____1|92|same,0
G004258__chr1___145982791____146044553_pos|56668|diff,1
promoter__chr16___28714477____28714677_pos|132|same,0
promoter__chr6___27687863____27688863_pos|630|same,0
enhancer__chr1___234593208____234593808_pos|170|same,0
enhancer__chr11___129069285____129079685_neg|4717|same,0
enhancer__chr14___95523357____95535557_neg|1728|same,0
enhancer__chr16___29612677____29615077_neg|1379|same,0
enhancer__chrX___16868235____16870635_neg|309|same,0
NR_146152_____1|876|same,0
NR_145819_____1|10527|diff,1
ENST00000385189_____3|24|same,0
ENST00000385230_____1|21|same,0
ENST00000384912_____1|56|same,0
ENST00000579806_____1|24|same,0
ENST00000362173_____1|51|same,0
ENST00000390183_____1|67|same,0
ENST00000580135_____1|60|same,0
ENST00000500179_____1|2266|diff,1
ENST00000583516_____1|2071|same,0
ENST00000608477_____1|3812|same,0
ENST00000467957_____1|575|diff,1
ENST00000467857_____1|40|diff,1
ENST00000455918_____1|637|same,0
ENST00000355057_____2|190|diff,1
ENST00000580755_____1|170|diff,1
ENST00000361567_____2|1651|same,0
T017738|194|same,0
G004418__chr1___145982791____146044553_pos|56668|diff,1
G004492__chr1___145982791____146044553_pos|56668|diff,1
G033992__chr17___7536815____7548890_pos|639|same,0
G033992__chr17___8100551____8128648_pos|25246|same,0
G085213__chr9___78708733____78774740_pos|35561|same,0
G034943__chr17___53070787____53121704_neg|15900|same,0
G078490__chr7___35260492____35418467_neg|122912|same,0
promoter__chr1___46406954____46407554_pos|142|same,0
promoter__chr16___534598____536798_pos|748|same,0
promoter__chr6___28642265____28644065_pos|1232|same,0
promoter__chr12___68981486____68988886_neg|5509|same,0
promoter__chr16___3183598____3185398_neg|1247|same,0
promoter__chr6___26312414____26314414_neg|1800|diff,1
promoter__chr6___27794263____27796263_neg|384|same,0
promoter__chr6___31703065____31703465_neg|202|same,0
enhancer__chr1___227558253____227561053_pos|100|same,0
enhancer__chr17___8185832____8187632_pos|1382|same,0
enhancer__chr18___25577840____25587440_pos|2813|same,0
enhancer__chr5___181171588____181175588_pos|2115|same,0
enhancer__chr6___30579665____30585065_pos|4731|same,0
enhancer__chr15___65868555____65869155_neg|75|same,0
enhancer__chr17___82490840____82494840_neg|110|diff,1
enhancer__chr6___26327814____26332214_neg|752|same,0
enhancer__chr9___35657203____35663203_neg|5432|same,0
NR_146146_____1|843|same,0
NR_146151_____1|6133|same,0
NR_145819_____1|6161|same,0
NR_146117_____1|9086|diff,1
NR_146119_____1|857|same,0
NR_046235_____3|5248|same,0
NR_003286_____4|878|same,0
NR_003287_____4|256|same,0
ENST00000408836_____1|39|same,0
ENST00000385300_____1|60|same,0
ENST00000521276_____3|46|same,0
ENST00000581816_____1|669|same,0
ENST00000411553_____3|4739|diff,1
ENST00000607711_____1|248|same,0
ENST00000624919_____1|11324|diff,1
ENST00000636668_____1|3304|same,0
ENST00000600238_____1|171|same,0
ENST00000405420_____2|36|same,0
ENST00000361739_____1|420|diff,1
T198785|2824|same,0
G041621__chr19___48321894____48332355_neg|10393|same,0
promoter__chr1___32448425____32451625_pos|961|same,0
promoter__chr17___8176032____8187032_pos|10378|same,0
promoter__chr19___2702602____2703402_pos|271|same,0
promoter__chr8___8138858____8140258_neg|1344|same,0
enhancer__chr16___3191998____3193998_pos|47|same,0
enhancer__chr6___26327814____26332214_pos|398|diff,1
enhancer__chr16___635598____636998_neg|244|same,0
enhancer__chr20___48204643____48205843_neg|42|same,0
enhancer__chrX___154363844____154371244_neg|539|same,0
AluSx__chr3___52329872____52330109_neg|143|same,0
NR_146144_____1|6145|same,0
NR_146151_____1|1705|diff,1
NR_146151_____1|6708|same,0
NR_146151_____1|7206|same,0
NR_146151_____1|8755|diff,1
NR_146154_____1|2745|same,0
NR_145819_____1|6737|same,0
NR_145822_____1|3128|same,0
NR_046235_____3|6737|same,0
NR_046235_____3|7216|same,0
ENST00000579518_____1|30|same,0
ENST00000408826_____1|59|same,0
ENST00000597619_____1|376|same,0
ENST00000505268_____1|419|same,0
ENST00000362079_____2|602|diff,1
ENST00000614378_____1|603|same,0
ENST00000619918_____1|5832|same,0
ENST00000577988_____2|44|same,0
T008160|1497|same,0
G033557__chr17___22528921____22532721_neg|3645|same,0
promoter__chr16___30755277____30756477_pos|1115|same,0
promoter__chr10___104315662____104316462_neg|238|same,0
enhancer__chr1___32926025____32927025_pos|287|same,0
enhancer__chr1___111835332____111839532_pos|3995|same,0
enhancer__chr12___6963715____6965915_pos|376|same,0
enhancer__chr19___45139890____45141290_pos|594|same,0
enhancer__chr3___50419761____50420561_pos|121|same,0
enhancer__chrX___41348659____41354659_pos|760|same,0
enhancer__chr16___21516277____21521877_neg|1454|same,0
enhancer__chr2___236103878____236105278_neg|734|same,0
enhancer__chr6___28647665____28648265_neg|59|same,0
L2c__chrX___74218419____74218583_neg|115|same,0
NR_146144_____1|6720|same,0
NR_146144_____1|9053|diff,1
NR_046235_____3|11054|same,0
ENST00000581816_____1|819|same,0
ENST00000431311_____1|205|same,0
ENST00000514568_____2|960|same,0
ENST00000605948_____1|936|same,0
ENST00000473525_____1|196|same,0
ENST00000282561_____3|464|diff,1
ENST00000375167_____1|33|same,0
T122847|1624|same,0
G078490__chr7___40317408____40446922_neg|19905|same,0
G078490__chr7___57173283____57177408_neg|2443|same,0
G078490__chr7___101271375____101287481_neg|10860|same,0
G087360__chrM___14742____15537_neg|541|diff,1
promoter__chr1___225777252____225780652_pos|609|diff,1
promoter__chr10___37935060____37937260_neg|1909|same,0
enhancer__chr1___168791914____168793314_pos|985|same,0
enhancer__chr15___78788948____78791748_pos|1045|same,0
enhancer__chr16___11167741____11174141_pos|2100|same,0
enhancer__chr2___222860394____222862594_pos|655|same,0
enhancer__chr21___38983334____38984134_pos|81|same,0
enhancer__chr1___156687160____156694960_neg|323|same,0
enhancer__chr1___220312812____220315212_neg|992|same,0
enhancer__chr14___54779382____54786782_neg|5759|same,0
enhancer__chr17___75775129____75783929_neg|4165|same,0
enhancer__chr2___20313277____20336277_neg|5201|same,0
enhancer__chr2___231459601____231462601_neg|2217|diff,1
enhancer__chr4___156570748____156576548_neg|4778|same,0
SATR1__chr6___62860835____62861532_pos|582|same,0
MIR__chr10___17343872____17344132_neg|96|same,0
MER20__chr16___19427620____19427830_neg|138|same,0
NR_146148_____1|1145|same,0
NR_146154_____1|867|diff,1
NR_146154_____1|1140|same,0
NR_145822_____1|1159|diff,1
ENST00000579544_____1|72|same,0
ENST00000452982_____1|85|same,0
ENST00000532068_____1|650|same,0
ENST00000630360_____1|1018|same,0
ENST00000554757_____1|1899|same,0
ENST00000482103_____1|367|same,0
ENST00000485756_____1|171|diff,1
ENST00000637388_____1|497|same,0
ENST00000361567_____2|1485|diff,1
ENST00000514318_____1|147|diff,1
ENST00000618742_____2|2282|same,0
21334|27|same,0
T126997|19512|same,0
T223033|650|same,0
T260858|2029|same,0
T343164|4907|same,0
G033992__chr17___7225273____7242199_pos|12367|same,0
G033992__chr17___13688136____13729966_pos|37404|same,0
G033992__chr17___28444661____28467821_pos|3044|same,0
G004243__chr1___148014956____148038752_neg|136|diff,1
G023826__chr14___22273096____22287236_neg|1266|same,0
G041621__chr19___40489008____40570904_neg|14514|same,0
G041621__chr19___49590262____49625993_neg|9776|same,0
G078490__chr7___47582558____47607948_neg|10788|same,0
G078490__chr7___76471058____76474586_neg|2630|same,0
G078490__chr7___76969250____76972678_neg|2627|same,0
promoter__chr1___46554954____46560354_pos|342|same,0
promoter__chr1___82804141____82804541_pos|42|same,0
promoter__chr14___65807776____65811576_pos|687|same,0
promoter__chr16___3157997____3160197_pos|981|same,0
promoter__chr3___127953977____127954777_pos|69|same,0
promoter__chr7___144723241____144726441_neg|1163|same,0
enhancer__chr11___46955497____46960097_pos|4152|same,0
enhancer__chr14___53277782____53283382_pos|1076|same,0
enhancer__chr19___43647796____43650996_pos|1255|same,0
enhancer__chr5___142403867____142411667_pos|4079|same,0
enhancer__chr6___41579106____41580906_pos|1621|same,0
enhancer__chr7___94221416____94224816_pos|2901|same,0
enhancer__chr10___5850825____5859025_neg|5315|same,0
enhancer__chr2___238211281____238211881_neg|383|same,0
enhancer__chr7___155509411____155516811_neg|234|same,0
enhancer__chr8___133299393____133311193_neg|4350|same,0
NR_146144_____1|10535|diff,1
NR_146151_____1|968|diff,1
NR_146154_____1|834|diff,1
NR_146117_____1|1710|diff,1
NR_046235_____3|10175|diff,1
ENST00000385104_____1|36|same,0
ENST00000458178_____2|25264|same,0
ENST00000625982_____1|53|same,0
ENST00000500163_____2|731|same,0
ENST00000547093_____1|132|same,0
ENST00000568496_____2|2106|same,0
ENST00000606930_____1|736|same,0
ENST00000610085_____1|23|same,0
ENST00000217420_____1|548|same,0
ENST00000218316_____3|1201|same,0
ENST00000404795_____3|1237|same,0
ENST00000488285_____1|892|same,0
ENST00000297303_____4|410|same,0
ENST00000368847_____4|5486|same,0
ENST00000320431_____7|665|same,0
ENST00000537388_____1|2328|same,0
